No,smi_mol1,smi_mol2,smi_mol3,smi_mol4,smi_mol5,smi_mol6,smi_mol7,smi_mol8,smi_mol9,smi_mol10,smi_mol11,smi_mol12,smi_mol13,x_mol_1,x_mol_2,x_mol_3,x_mol_4,x_mol_5,x_mol_6,x_mol_7,x_mol_8,x_mol_9,x_mol_10,x_mol_11,x_mol_12,x_mol_13,Mole/Weight/Volume Fraction,CN,DCN or ICN,Method,Device,Comments,Reference,can_smi_1,can_smi_2,can_smi_3,can_smi_4,can_smi_5,can_smi_6,can_smi_7,can_smi_8,can_smi_9,can_smi_10,can_smi_11,can_smi_12,can_smi_13,blends_str_repr
124,CCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCC=CCCCCCCCC(=O)O,CCCCCCCC\C=C/CCCCCCCC(O)=O,CCCCCC=CCC=CCCCCCCCC(=O)O,CCC=CCC=CCC=CCCCCCCCC(=O)O,CCCCCCCCC=CCCCCCCCCCC(=O)O,Other,,,,,0.012,0.416,0.041,0.002,0.423,0.102,0.002,0.002,,,,,,mole,60.4,CN,ASTM D613,Not mentioned but likely CFR,"Converted from weight ratio to mole ratio.  The ""other"" was not considered when converting.",6,CCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCC=CCCCCCCCC(=O)O,CCCCCCCC/C=C\CCCCCCCC(=O)O,CCCCCC=CCC=CCCCCCCCC(=O)O,CCC=CCC=CCC=CCCCCCCCC(=O)O,CCCCCCCCC=CCCCCCCCCCC(=O)O,Other,,,,,CCC=CCC=CCC=CCCCCCCCC(=O)O_0.002_CCCCCC=CCC=CCCCCCCCC(=O)O_0.102_CCCCCCC=CCCCCCCCC(=O)O_0.002_CCCCCCCC/C=C\CCCCCCCC(=O)O_0.423_CCCCCCCCC=CCCCCCCCCCC(=O)O_0.002_CCCCCCCCCCCCCC(=O)O_0.012_CCCCCCCCCCCCCCCC(=O)O_0.416_CCCCCCCCCCCCCCCCCC(=O)O_0.041_Other_nan_
125,CCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCC\C=C/CCCCCCCC(O)=O,CCCCCC=CCC=CCCCCCCCC(=O)O,CCC=CCC=CCC=CCCCCCCCC(=O)O,CCCCCCCCC=CCCCCCCCCCC(=O)O,Other,,,,,,0.001,0.093,0.019,0.56,0.301,0.003,0.023,,,,,,,mole,53.0,CN,ASTM D613,Not mentioned but likely CFR,"Converted from weight ratio to mole ratio.  The ""other"" was not considered when converting.",6,CCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCC/C=C\CCCCCCCC(=O)O,CCCCCC=CCC=CCCCCCCCC(=O)O,CCC=CCC=CCC=CCCCCCCCC(=O)O,CCCCCCCCC=CCCCCCCCCCC(=O)O,Other,,,,,,CCC=CCC=CCC=CCCCCCCCC(=O)O_0.003_CCCCCC=CCC=CCCCCCCCC(=O)O_0.301_CCCCCCCC/C=C\CCCCCCCC(=O)O_0.560_CCCCCCCCC=CCCCCCCCCCC(=O)O_0.023_CCCCCCCCCCCCCC(=O)O_0.001_CCCCCCCCCCCCCCCC(=O)O_0.093_CCCCCCCCCCCCCCCCCC(=O)O_0.019_Other_nan_
126,CCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCC\C=C/CCCCCCCC(O)=O,CCCCCC=CCC=CCCCCCCCC(=O)O,CCC=CCC=CCC=CCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCCC=CCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCCCCCCCC(=O)O,,,,,0.001,0.154,0.069,0.425,0.346,0.002,0.002,0.001,0.001,,,,,mole,54.0,CN,ASTM D613,Not mentioned but likely CFR,"Converted from weight ratio to mole ratio.  The ""other"" was not considered when converting.",6,CCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCC/C=C\CCCCCCCC(=O)O,CCCCCC=CCC=CCCCCCCCC(=O)O,CCC=CCC=CCC=CCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCCC=CCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCCCCCCCC(=O)O,,,,,CCC=CCC=CCC=CCCCCCCCC(=O)O_0.002_CCCCCC=CCC=CCCCCCCCC(=O)O_0.346_CCCCCCCC/C=C\CCCCCCCC(=O)O_0.425_CCCCCCCCC=CCCCCCCCCCC(=O)O_0.001_CCCCCCCCCCCCCC(=O)O_0.001_CCCCCCCCCCCCCCCC(=O)O_0.154_CCCCCCCCCCCCCCCCCC(=O)O_0.069_CCCCCCCCCCCCCCCCCCCC(=O)O_0.002_CCCCCCCCCCCCCCCCCCCCCCCC(=O)O_0.001_
127,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCC=CCCCCCCCC(=O)O,CCCCCCCC\C=C/CCCCCCCC(O)=O,CCCCCC=CCC=CCCCCCCCC(=O)O,,,,,,,,,0.154,0.067,0.015,0.423,0.34,,,,,,,,,mole,57.1,CN,ASTM D613,Not mentioned but likely CFR,"Converted from weight ratio to mole ratio.  The ""other"" was not considered when converting.",6,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCC=CCCCCCCCC(=O)O,CCCCCCCC/C=C\CCCCCCCC(=O)O,CCCCCC=CCC=CCCCCCCCC(=O)O,,,,,,,,,CCCCCC=CCC=CCCCCCCCC(=O)O_0.340_CCCCCCC=CCCCCCCCC(=O)O_0.015_CCCCCCCC/C=C\CCCCCCCC(=O)O_0.423_CCCCCCCCCCCCCCCC(=O)O_0.154_CCCCCCCCCCCCCCCCCC(=O)O_0.067_
128,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCC\C=C/CCCCCCCC(O)=O,CCCCCC=CCC=CCCCCCCCC(=O)O,,,,,,,,,,0.107,0.061,0.715,0.118,,,,,,,,,,mole,55.1,CN,ASTM D613,Not mentioned but likely CFR,"Converted from weight ratio to mole ratio.  The ""other"" was not considered when converting.",6,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCC/C=C\CCCCCCCC(=O)O,CCCCCC=CCC=CCCCCCCCC(=O)O,,,,,,,,,,CCCCCC=CCC=CCCCCCCCC(=O)O_0.118_CCCCCCCC/C=C\CCCCCCCC(=O)O_0.715_CCCCCCCCCCCCCCCC(=O)O_0.107_CCCCCCCCCCCCCCCCCC(=O)O_0.061_
129,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCC=CCCCCCCCC(=O)O,CCCCCCCC\C=C/CCCCCCCC(O)=O,CCCCCC=CCC=CCCCCCCCC(=O)O,CCC=CCC=CCC=CCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCCC=CCCCCCCCCCC(=O)O,CCCCCCCCC=CCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCCCCCCCC(=O)O,Other,,0.097,0.045,0.001,0.241,0.529,0.078,0.004,0.003,0.002,0.0,0.001,0.0,,mole,47.7,CN,ASTM D613,Not mentioned but likely CFR,"Converted from weight ratio to mole ratio.  The ""other"" was not considered when converting.",6,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCC=CCCCCCCCC(=O)O,CCCCCCCC/C=C\CCCCCCCC(=O)O,CCCCCC=CCC=CCCCCCCCC(=O)O,CCC=CCC=CCC=CCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCCC=CCCCCCCCCCC(=O)O,CCCCCCCCC=CCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCCCCCCCC(=O)O,Other,,CCC=CCC=CCC=CCCCCCCCC(=O)O_0.078_CCCCCC=CCC=CCCCCCCCC(=O)O_0.529_CCCCCCC=CCCCCCCCC(=O)O_0.001_CCCCCCCC/C=C\CCCCCCCC(=O)O_0.241_CCCCCCCCC=CCCCCCCCCCC(=O)O_0.002_CCCCCCCCC=CCCCCCCCCCCCC(=O)O_0.000_CCCCCCCCCCCCCCCC(=O)O_0.097_CCCCCCCCCCCCCCCCCC(=O)O_0.045_CCCCCCCCCCCCCCCCCCCC(=O)O_0.004_CCCCCCCCCCCCCCCCCCCCCC(=O)O_0.003_CCCCCCCCCCCCCCCCCCCCCCCC(=O)O_0.001_Other_0.000_
130,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCC\C=C/CCCCCCCC(O)=O,CCCCCC=CCC=CCCCCCCCC(=O)O,CCC=CCC=CCC=CCCCCCCCC(=O)O,Other,,,,,,,,0.08,0.022,0.598,0.221,0.078,,,,,,,,,mole,54.0,CN,ASTM D613,Not mentioned but likely CFR,"Converted from weight ratio to mole ratio.  The ""other"" was not considered when converting.",6,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCC/C=C\CCCCCCCC(=O)O,CCCCCC=CCC=CCCCCCCCC(=O)O,CCC=CCC=CCC=CCCCCCCCC(=O)O,Other,,,,,,,,CCC=CCC=CCC=CCCCCCCCC(=O)O_0.078_CCCCCC=CCC=CCCCCCCCC(=O)O_0.221_CCCCCCCC/C=C\CCCCCCCC(=O)O_0.598_CCCCCCCCCCCCCCCC(=O)O_0.080_CCCCCCCCCCCCCCCCCC(=O)O_0.022_Other_nan_
131,CCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCC=CCCCCCCCC(=O)O,CCCCCCCC\C=C/CCCCCCCC(O)=O,CCCCCC=CCC=CCCCCCCCC(=O)O,CCC=CCC=CCC=CCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCCC=CCCCCCCCCCC(=O)O,CCCCCCCCC=CCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCCCCCCCC(=O)O,Other,0.001,0.052,0.018,0.003,0.619,0.196,0.086,0.006,0.003,0.013,0.003,0.001,,mole,52.2,CN,ASTM D613,Not mentioned but likely CFR,"Converted from weight ratio to mole ratio.  The ""other"" was not considered when converting.",6,CCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCC=CCCCCCCCC(=O)O,CCCCCCCC/C=C\CCCCCCCC(=O)O,CCCCCC=CCC=CCCCCCCCC(=O)O,CCC=CCC=CCC=CCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCCC=CCCCCCCCCCC(=O)O,CCCCCCCCC=CCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCCCCCCCC(=O)O,Other,CCC=CCC=CCC=CCCCCCCCC(=O)O_0.086_CCCCCC=CCC=CCCCCCCCC(=O)O_0.196_CCCCCCC=CCCCCCCCC(=O)O_0.003_CCCCCCCC/C=C\CCCCCCCC(=O)O_0.619_CCCCCCCCC=CCCCCCCCCCC(=O)O_0.013_CCCCCCCCC=CCCCCCCCCCCCC(=O)O_0.003_CCCCCCCCCCCCCC(=O)O_0.001_CCCCCCCCCCCCCCCC(=O)O_0.052_CCCCCCCCCCCCCCCCCC(=O)O_0.018_CCCCCCCCCCCCCCCCCCCC(=O)O_0.006_CCCCCCCCCCCCCCCCCCCCCC(=O)O_0.003_CCCCCCCCCCCCCCCCCCCCCCCC(=O)O_0.001_Other_nan_
132,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCC\C=C/CCCCCCCC(O)=O,CCCCCC=CCC=CCCCCCCCC(=O)O,CCC=CCC=CCC=CCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCCCC(=O)O,Other,,,,,,,0.127,0.039,0.209,0.533,0.081,0.011,,,,,,,,mole,51.3,CN,ASTM D613,Not mentioned but likely CFR,"Converted from weight ratio to mole ratio.  The ""other"" was not considered when converting.",6,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCC/C=C\CCCCCCCC(=O)O,CCCCCC=CCC=CCCCCCCCC(=O)O,CCC=CCC=CCC=CCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCCCC(=O)O,Other,,,,,,,CCC=CCC=CCC=CCCCCCCCC(=O)O_0.081_CCCCCC=CCC=CCCCCCCCC(=O)O_0.533_CCCCCCCC/C=C\CCCCCCCC(=O)O_0.209_CCCCCCCCCCCCCCCC(=O)O_0.127_CCCCCCCCCCCCCCCCCC(=O)O_0.039_CCCCCCCCCCCCCCCCCCCC(=O)O_0.011_Other_nan_
133,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCC\C=C/CCCCCCCC(O)=O,CCCCCC=CCC=CCCCCCCCC(=O)O,CCC=CCC=CCC=CCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCCCCCC(=O)O,Other,,,,,,0.187,0.026,0.399,0.363,0.005,0.008,0.012,,,,,,,mole,54.0,CN,ASTM D613,Not mentioned but likely CFR,"Converted from weight ratio to mole ratio.  The ""other"" was not considered when converting.",6,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCC/C=C\CCCCCCCC(=O)O,CCCCCC=CCC=CCCCCCCCC(=O)O,CCC=CCC=CCC=CCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCCCCCC(=O)O,Other,,,,,,CCC=CCC=CCC=CCCCCCCCC(=O)O_0.005_CCCCCC=CCC=CCCCCCCCC(=O)O_0.363_CCCCCCCC/C=C\CCCCCCCC(=O)O_0.399_CCCCCCCCCCCCCCCC(=O)O_0.187_CCCCCCCCCCCCCCCCCC(=O)O_0.026_CCCCCCCCCCCCCCCCCCCC(=O)O_0.008_CCCCCCCCCCCCCCCCCCCCCC(=O)O_0.012_Other_nan_
134,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCC\C=C/CCCCCCCC(O)=O,CCCCCC=CCC=CCCCCCCCC(=O)O,,,,,,,,,,0.124,0.013,0.267,0.597,,,,,,,,,,mole,55.4,CN,ASTM D613,Not mentioned but likely CFR,"Converted from weight ratio to mole ratio.  The ""other"" was not considered when converting.",6,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCC/C=C\CCCCCCCC(=O)O,CCCCCC=CCC=CCCCCCCCC(=O)O,,,,,,,,,,CCCCCC=CCC=CCCCCCCCC(=O)O_0.597_CCCCCCCC/C=C\CCCCCCCC(=O)O_0.267_CCCCCCCCCCCCCCCC(=O)O_0.124_CCCCCCCCCCCCCCCCCC(=O)O_0.013_
135,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCC\C=C/CCCCCCCC(O)=O,CCCCCC=CCC=CCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCCCCCC(=O)O,Other,,,,,,,,0.054,0.023,0.324,0.595,0.004,,,,,,,,,mole,51.6,CN,ASTM D613,Not mentioned but likely CFR,"Converted from weight ratio to mole ratio.  The ""other"" was not considered when converting.",6,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCC/C=C\CCCCCCCC(=O)O,CCCCCC=CCC=CCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCCCCCC(=O)O,Other,,,,,,,,CCCCCC=CCC=CCCCCCCCC(=O)O_0.595_CCCCCCCC/C=C\CCCCCCCC(=O)O_0.324_CCCCCCCCCCCCCCCC(=O)O_0.054_CCCCCCCCCCCCCCCCCC(=O)O_0.023_CCCCCCCCCCCCCCCCCCCCCC(=O)O_0.004_Other_nan_
136,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCC\C=C/CCCCCCCC(O)=O,CCCCCC=CCC=CCCCCCCCC(=O)O,CCC=CCC=CCC=CCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCCCCCC(=O)O,,,,,,,0.057,0.014,0.657,0.19,0.057,0.017,0.008,,,,,,,mole,54.5,CN,ASTM D613,Not mentioned but likely CFR,"Converted from weight ratio to mole ratio.  The ""other"" was not considered when converting.",6,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCC/C=C\CCCCCCCC(=O)O,CCCCCC=CCC=CCCCCCCCC(=O)O,CCC=CCC=CCC=CCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCCCCCC(=O)O,,,,,,,CCC=CCC=CCC=CCCCCCCCC(=O)O_0.057_CCCCCC=CCC=CCCCCCCCC(=O)O_0.190_CCCCCCCC/C=C\CCCCCCCC(=O)O_0.657_CCCCCCCCCCCCCCCC(=O)O_0.057_CCCCCCCCCCCCCCCCCC(=O)O_0.014_CCCCCCCCCCCCCCCCCCCC(=O)O_0.017_CCCCCCCCCCCCCCCCCCCCCC(=O)O_0.008_
137,CCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCC\C=C/CCCCCCCC(O)=O,CCCCCC=CCC=CCCCCCCCC(=O)O,,,,,,,,0.007,0.019,0.519,0.027,0.365,0.063,,,,,,,,mole,62.0,CN,ASTM D613,Not mentioned but likely CFR,"Converted from weight ratio to mole ratio.  The ""other"" was not considered when converting.",6,CCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCC/C=C\CCCCCCCC(=O)O,CCCCCC=CCC=CCCCCCCCC(=O)O,,,,,,,,CCCCCC=CCC=CCCCCCCCC(=O)O_0.063_CCCCCCCC/C=C\CCCCCCCC(=O)O_0.365_CCCCCCCCCCCC(=O)O_0.007_CCCCCCCCCCCCCC(=O)O_0.019_CCCCCCCCCCCCCCCC(=O)O_0.519_CCCCCCCCCCCCCCCCCC(=O)O_0.027_
138,CCCCCCCC(=O)O,CCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCC\C=C/CCCCCCCC(O)=O,CCCCCC=CCC=CCCCCCCCC(=O)O,,,,,,0.054,0.039,0.522,0.14,0.098,0.011,0.123,0.014,,,,,,mole,62.1,CN,ASTM D613,Not mentioned but likely CFR,"Converted from weight ratio to mole ratio.  The ""other"" was not considered when converting.",6,CCCCCCCC(=O)O,CCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCC/C=C\CCCCCCCC(=O)O,CCCCCC=CCC=CCCCCCCCC(=O)O,,,,,,CCCCCC=CCC=CCCCCCCCC(=O)O_0.014_CCCCCCCC(=O)O_0.054_CCCCCCCC/C=C\CCCCCCCC(=O)O_0.123_CCCCCCCCCC(=O)O_0.039_CCCCCCCCCCCC(=O)O_0.522_CCCCCCCCCCCCCC(=O)O_0.140_CCCCCCCCCCCCCCCC(=O)O_0.098_CCCCCCCCCCCCCCCCCC(=O)O_0.011_
139,CCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCC\C=C/CCCCCCCC(O)=O,CCCCCC=CCC=CCCCCCCCC(=O)O,CCC=CCC=CCC=CCCCCCCCC(=O)O,Other,,,,,,0.022,0.018,0.292,0.047,0.351,0.251,0.019,,,,,,,mole,55.0,CN,ASTM D613,Not mentioned but likely CFR,"Converted from weight ratio to mole ratio.  The ""other"" was not considered when converting.",6,CCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCC/C=C\CCCCCCCC(=O)O,CCCCCC=CCC=CCCCCCCCC(=O)O,CCC=CCC=CCC=CCCCCCCCC(=O)O,Other,,,,,,CCC=CCC=CCC=CCCCCCCCC(=O)O_0.019_CCCCCC=CCC=CCCCCCCCC(=O)O_0.251_CCCCCCCC/C=C\CCCCCCCC(=O)O_0.351_CCCCCCCCCCCC(=O)O_0.022_CCCCCCCCCCCCCC(=O)O_0.018_CCCCCCCCCCCCCCCC(=O)O_0.292_CCCCCCCCCCCCCCCCCC(=O)O_0.047_Other_nan_
140,CCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCC=CCCCCCCCC(=O)O,CCCCCCCC\C=C/CCCCCCCC(O)=O,CCCCCC=CCC=CCCCCCCCC(=O)O,CCC=CCC=CCC=CCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCCCC(=O)O,,,,,,0.001,0.122,0.045,0.002,0.226,0.523,0.077,0.003,,,,,,mole,51.0,CN,ASTM D613,Not mentioned but likely CFR,"Converted from weight ratio to mole ratio.  The ""other"" was not considered when converting.",6,CCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCC=CCCCCCCCC(=O)O,CCCCCCCC/C=C\CCCCCCCC(=O)O,CCCCCC=CCC=CCCCCCCCC(=O)O,CCC=CCC=CCC=CCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCCCC(=O)O,,,,,,CCC=CCC=CCC=CCCCCCCCC(=O)O_0.077_CCCCCC=CCC=CCCCCCCCC(=O)O_0.523_CCCCCCC=CCCCCCCCC(=O)O_0.002_CCCCCCCC/C=C\CCCCCCCC(=O)O_0.226_CCCCCCCCCCCCCC(=O)O_0.001_CCCCCCCCCCCCCCCC(=O)O_0.122_CCCCCCCCCCCCCCCCCC(=O)O_0.045_CCCCCCCCCCCCCCCCCCCC(=O)O_0.003_
141,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCC=CCCCCCCCC(=O)O,CCCCCCCC\C=C/CCCCCCCC(O)=O,CCCCCC=CCC=CCCCCCCCC(=O)O,CCC=CCC=CCC=CCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCCCC(=O)O,Other,,,,,,0.112,0.045,0.242,0.506,0.08,0.004,0.011,,,,,,,mole,51.5,CN,ASTM D613,Not mentioned but likely CFR,"Converted from weight ratio to mole ratio.  The ""other"" was not considered when converting.",6,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCC=CCCCCCCCC(=O)O,CCCCCCCC/C=C\CCCCCCCC(=O)O,CCCCCC=CCC=CCCCCCCCC(=O)O,CCC=CCC=CCC=CCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCCCC(=O)O,Other,,,,,,CCC=CCC=CCC=CCCCCCCCC(=O)O_0.004_CCCCCC=CCC=CCCCCCCCC(=O)O_0.080_CCCCCCC=CCCCCCCCC(=O)O_0.242_CCCCCCCC/C=C\CCCCCCCC(=O)O_0.506_CCCCCCCCCCCCCCCC(=O)O_0.112_CCCCCCCCCCCCCCCCCC(=O)O_0.045_CCCCCCCCCCCCCCCCCCCC(=O)O_0.011_Other_nan_
142,CCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCC=CCCCCCCCC(=O)O,CCCCCCCC\C=C/CCCCCCCC(O)=O,CCCCCC=CCC=CCCCCCCCC(=O)O,CCC=CCC=CCC=CCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCCC=CCCCCCCCCCC(=O)O,CCCCCCCCC=CCCCCCCCCCCCC(=O)O,Other,,0.001,0.116,0.038,0.001,0.231,0.491,0.083,0.015,0.016,0.006,0.001,,,mole,47.2,CN,ASTM D613,Not mentioned but likely CFR,"Converted from weight ratio to mole ratio.  The ""other"" was not considered when converting.",6,CCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCC=CCCCCCCCC(=O)O,CCCCCCCC/C=C\CCCCCCCC(=O)O,CCCCCC=CCC=CCCCCCCCC(=O)O,CCC=CCC=CCC=CCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCCC=CCCCCCCCCCC(=O)O,CCCCCCCCC=CCCCCCCCCCCCC(=O)O,Other,,CCC=CCC=CCC=CCCCCCCCC(=O)O_0.083_CCCCCC=CCC=CCCCCCCCC(=O)O_0.491_CCCCCCC=CCCCCCCCC(=O)O_0.001_CCCCCCCC/C=C\CCCCCCCC(=O)O_0.231_CCCCCCCCC=CCCCCCCCCCC(=O)O_0.006_CCCCCCCCC=CCCCCCCCCCCCC(=O)O_0.001_CCCCCCCCCCCCCC(=O)O_0.001_CCCCCCCCCCCCCCCC(=O)O_0.116_CCCCCCCCCCCCCCCCCC(=O)O_0.038_CCCCCCCCCCCCCCCCCCCC(=O)O_0.015_CCCCCCCCCCCCCCCCCCCCCC(=O)O_0.016_Other_nan_
